"Value","Margin_Of_Error","Population","Sheet","Scenario","Variable","Topic","Quantile","Poverty_Type","Population_Type","Winner_Loser","Eq_DI_Quantile","WnL_Group","Rounding_Rule","Name"
"310","30","69000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","4","All Households","WnL_Annual_Average","FTC5a42.7k26"
"270","40","29000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","5","All Households","WnL_Annual_Average","FTC5a42.7k26"
"250","30","15000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","6","All Households","WnL_Annual_Average","FTC5a42.7k26"
"260","60","8000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","7","All Households","WnL_Annual_Average","FTC5a42.7k26"
"290","150","3000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","8","All Households","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","9","All Households","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","10","All Households","WnL_Annual_Average","FTC5a42.7k26"
"10","1","52000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","1","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"9","1","33000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","2","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"8","1","75000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","3","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"6","1","69000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","4","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"5","1","29000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","5","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"5","1","15000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","6","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"5","2","8000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","7","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"6","3","3000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","8","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","9","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","10","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Population","FTC5a42.7k26"
"3000","2000","3000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Population","FTC5a42.7k26"
"12000","3000","12000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Population","FTC5a42.7k26"
"5000","2000","5000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Population","FTC5a42.7k26"
"3000","2000","3000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Value","FTC5a42.7k26"
"-149000","94000","3000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Value","FTC5a42.7k26"
"-713000","204000","12000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Value","FTC5a42.7k26"
"-256000","100000","5000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Value","FTC5a42.7k26"
"-162000","84000","3000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Annual_Average","FTC5a42.7k26"
"-50","20","3000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Annual_Average","FTC5a42.7k26"
"-60","10","12000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Annual_Average","FTC5a42.7k26"
"-50","20","5000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Annual_Average","FTC5a42.7k26"
"-50","20","3000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","1","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","2","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"-1","1","3000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","3","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"-1","1","12000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","4","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"-1","1","5000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","5","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"-1","1","3000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","6","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","7","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","8","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","9","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","10","All Households","WnL_Weekly_Average","FTC5a42.7k26"
"620000","10000","620000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Population","FTC5a42.7k26"
"111328000","4982000","620000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Value","FTC5a42.7k26"
"180","10","620000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"3","1","620000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","All","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"287000","10000","287000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Population","FTC5a42.7k26"
"112759000","4946000","287000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Value","FTC5a42.7k26"
"390","20","287000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"8","1","287000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","All","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"26000","4000","26000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Population","FTC5a42.7k26"
"-1429000","262000","26000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Value","FTC5a42.7k26"
"-50","10","26000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"-1","1","26000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Losers","All","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"53000","6000","53000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Population","FTC5a42.7k26"
"34000","5000","34000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Population","FTC5a42.7k26"
"79000","6000","79000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Population","FTC5a42.7k26"
"94000","6000","94000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Population","FTC5a42.7k26"
"82000","6000","82000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Population","FTC5a42.7k26"
"78000","5000","78000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Population","FTC5a42.7k26"
"60000","6000","60000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Population","FTC5a42.7k26"
"53000","5000","53000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","8","Households with Children","WnL_Population","FTC5a42.7k26"
"44000","5000","44000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","9","Households with Children","WnL_Population","FTC5a42.7k26"
"43000","5000","43000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"All","10","Households with Children","WnL_Population","FTC5a42.7k26"
"28241000","3329000","53000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Value","FTC5a42.7k26"
"16228000","2578000","34000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Value","FTC5a42.7k26"
"31483000","3506000","79000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Value","FTC5a42.7k26"
"20419000","2705000","94000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Value","FTC5a42.7k26"
"7693000","1605000","82000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Value","FTC5a42.7k26"
"3604000","848000","78000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Value","FTC5a42.7k26"
"2109000","799000","60000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Value","FTC5a42.7k26"
"864000","671000","53000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","8","Households with Children","WnL_Value","FTC5a42.7k26"
"601000","451000","44000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","9","Households with Children","WnL_Value","FTC5a42.7k26"
"87000","77000","43000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"All","10","Households with Children","WnL_Value","FTC5a42.7k26"
"540","40","53000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"480","60","34000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"400","50","79000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"220","30","94000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"90","20","82000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"50","20","78000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"40","20","60000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"20","20","53000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","8","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"10","20","44000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","9","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"0","10","43000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"All","10","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"10","1","53000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","1","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"9","1","34000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","2","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"8","1","79000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","3","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"4","1","94000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","4","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"2","1","82000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","5","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"1","1","78000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","6","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"1","1","60000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","7","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","1","53000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","8","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","1","44000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","9","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"0","1","43000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"All","10","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"52000","6000","52000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","1","Households with Children","WnL_Population","FTC5a42.7k26"
"33000","4000","33000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","2","Households with Children","WnL_Population","FTC5a42.7k26"
"75000","6000","75000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","3","Households with Children","WnL_Population","FTC5a42.7k26"
"69000","6000","69000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","4","Households with Children","WnL_Population","FTC5a42.7k26"
"29000","5000","29000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","5","Households with Children","WnL_Population","FTC5a42.7k26"
"15000","3000","15000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","6","Households with Children","WnL_Population","FTC5a42.7k26"
"8000","3000","8000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","7","Households with Children","WnL_Population","FTC5a42.7k26"
"3000","2000","3000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","8","Households with Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","9","Households with Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Winners","10","Households with Children","WnL_Population","FTC5a42.7k26"
"28254000","3328000","52000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","1","Households with Children","WnL_Value","FTC5a42.7k26"
"16245000","2580000","33000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","2","Households with Children","WnL_Value","FTC5a42.7k26"
"31632000","3494000","75000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","3","Households with Children","WnL_Value","FTC5a42.7k26"
"21131000","2667000","69000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","4","Households with Children","WnL_Value","FTC5a42.7k26"
"7949000","1625000","29000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","5","Households with Children","WnL_Value","FTC5a42.7k26"
"3766000","851000","15000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","6","Households with Children","WnL_Value","FTC5a42.7k26"
"2187000","797000","8000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","7","Households with Children","WnL_Value","FTC5a42.7k26"
"884000","677000","3000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","8","Households with Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","9","Households with Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Winners","10","Households with Children","WnL_Value","FTC5a42.7k26"
"540","40","52000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","1","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"490","50","33000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","2","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"420","40","75000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","3","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"310","30","69000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","4","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"270","40","29000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","5","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"250","30","15000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","6","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"260","60","8000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","7","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"290","150","3000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","8","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","9","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Winners","10","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"10","1","52000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","1","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"9","1","33000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","2","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"8","1","75000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","3","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"6","1","69000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","4","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"5","1","29000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","5","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"5","1","15000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","6","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"5","2","8000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","7","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"6","3","3000","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","8","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","9","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Weekly_Change","WnL",NA,NA,NA,"Winners","10","Households with Children","WnL_Weekly_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","1","Households with Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","2","Households with Children","WnL_Population","FTC5a42.7k26"
"3000","2000","3000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","3","Households with Children","WnL_Population","FTC5a42.7k26"
"12000","3000","12000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","4","Households with Children","WnL_Population","FTC5a42.7k26"
"5000","2000","5000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","5","Households with Children","WnL_Population","FTC5a42.7k26"
"3000","2000","3000","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","6","Households with Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","7","Households with Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","8","Households with Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","9","Households with Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Population_In_Category","WnL",NA,NA,NA,"Losers","10","Households with Children","WnL_Population","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","1","Households with Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","2","Households with Children","WnL_Value","FTC5a42.7k26"
"-149000","94000","3000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","3","Households with Children","WnL_Value","FTC5a42.7k26"
"-713000","204000","12000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","4","Households with Children","WnL_Value","FTC5a42.7k26"
"-256000","100000","5000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","5","Households with Children","WnL_Value","FTC5a42.7k26"
"-162000","84000","3000","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","6","Households with Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","7","Households with Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","8","Households with Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","9","Households with Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Total_Change","WnL",NA,NA,NA,"Losers","10","Households with Children","WnL_Value","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","1","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","2","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"-50","20","3000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","3","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"-60","10","12000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","4","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"-50","20","5000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","5","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"-50","20","3000","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","6","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","7","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
"S","S","S","Values","FTC5a42.7k26","Mean_Annual_Change","WnL",NA,NA,NA,"Losers","8","Households with Children","WnL_Annual_Average","FTC5a42.7k26"
